Trait	Eigenvector1	Eigenvector2	Eigenvector3	Eigenvector4	Eigenvector5
SC8_6787859	0.00396	-5.7895E-3	6.6852E-4	0.00387	-8.073E-3
SC8_6789848	-8.2399E-3	0.00579	-7.092E-4	-6.2074E-3	-6.133E-3
SC8_6790041	-6.8847E-3	0.00619	0.00239	-6.1753E-3	-8.1111E-3
SC8_6790178	-4.7045E-3	0.00847	0.00328	-9.2677E-3	-4.8048E-3
SC8_6790237	-4.3783E-3	0.00196	8.4123E-4	-1.7521E-3	-5.2329E-3
SC8_6790238	-4.3783E-3	0.00196	8.4123E-4	-1.7521E-3	-5.2329E-3
SC8_6833302	0.0024	-4.392E-3	-3.7714E-3	0.00281	-1.1909E-4
SC8_6840284	-1.7509E-3	0.00116	-1.4337E-3	-2.6052E-3	-4.3547E-3
SC8_6840318	-1.7509E-3	0.00116	-1.4337E-3	-2.6052E-3	-4.3547E-3
SC8_6867211	0.00199	0.00288	-3.4636E-3	0.00481	0.00305
SC8_6867246	0.00199	0.00288	-3.4636E-3	0.00481	0.00305
SC8_6877116	0.00208	-1.0117E-3	-1.464E-3	-2.7056E-3	0.00196
SC8_6877138	-4.7578E-4	-5.2863E-4	5.7394E-4	-1.4623E-3	0.00111
SC8_6903656	0.00448	-7.1189E-3	8.1051E-4	0.00713	-5.3672E-3
SC8_6903734	-7.2275E-3	0.00339	-3.1767E-3	-2.0085E-3	-4.7749E-3
SC8_6912040	0.00517	-7.2945E-3	9.9558E-4	0.00757	-7.2157E-3
SC8_6922739	-8.1609E-3	0.00341	-2.0286E-3	-2.6404E-3	-5.6989E-3
SC8_6979975	-8.3121E-3	0.00588	5.1024E-4	-8.9054E-3	-8.1025E-3
SC8_6979992	-8.3121E-3	0.00588	5.1024E-4	-8.9054E-3	-8.1025E-3
SC8_6980055	-8.024E-3	0.00571	7.3756E-4	-8.2461E-3	-5.7888E-3
SC8_7001585	-8.1873E-3	0.00368	0.00269	1.1561E-4	-5.2558E-3
SC8_7027175	-3.0126E-3	-2.2138E-3	0.00224	-7.595E-4	-5.5312E-3
SC8_7027180	-3.0126E-3	-2.2138E-3	0.00224	-7.595E-4	-5.5312E-3
SC8_7027252	-2.9425E-3	-2.4586E-3	0.0021	4.0857E-5	-3.5951E-3
SC8_7027262	-3.0879E-3	-1.8782E-3	0.0022	1.8818E-4	-3.6139E-3
SC8_7027269	-2.9425E-3	-2.4586E-3	0.0021	4.0857E-5	-3.5951E-3
SC8_7027272	-2.9425E-3	-2.4586E-3	0.0021	4.0857E-5	-3.5951E-3
SC8_7056766	0.0022	-5.6349E-4	0.00418	0.00273	0.00497
SC8_7087481	0.00583	-8.0819E-4	5.7578E-5	0.00643	-4.4255E-3
SC8_7102719	6.7216E-4	-3.9199E-3	-2.5683E-3	0.00408	0.00849
SC8_7102725	6.7216E-4	-3.9199E-3	-2.5683E-3	0.00408	0.00849
SC8_7102726	-6.5494E-3	0.00512	8.6493E-4	-1.2388E-2	-4.4537E-3
SC8_7102783	-6.8152E-3	0.00592	0.00149	-1.3187E-2	-5.6144E-3
SC8_7158072	-5.3804E-3	0.00373	0.00109	-4.4556E-3	-2.3105E-3
SC8_7158209	-5.4817E-3	0.00522	-1.0284E-3	-9.4906E-3	-3.8228E-3
SC8_7158210	0.00407	-1.7116E-4	-4.9E-4	0.00416	-2.7963E-3
SC8_7158372	0.00858	-4.6616E-3	5.3427E-4	0.01002	-1.4725E-3
SC8_7165156	0.00599	1.2922E-4	-1.252E-3	0.00676	-3.3562E-4
SC8_7166209	0.00154	-5.6105E-3	1.1394E-4	0.00625	0.0074
SC8_7166223	-5.4341E-3	0.00604	-6.0041E-4	-1.2887E-2	-3.6908E-3
SC8_7166318	-5.9518E-3	0.00374	0.00228	-4.7894E-3	-1.3295E-3
SC8_7167668	-6.8516E-3	0.00561	-1.4824E-3	-1.2436E-2	-3.6324E-3
SC8_7242732	-2.9987E-3	0.00588	0.00614	-6.0287E-3	-4.0285E-3
SC8_7243751	0.00256	-1.8253E-3	-3.1279E-4	0.00361	-9.7212E-4
SC8_7250351	0.00346	-9.3128E-4	-2.3494E-3	7.0217E-4	-2.2904E-3
SC8_7312934	-2.9382E-3	0.007	0.00247	-8.1956E-3	-4.9093E-3
SC8_7354197	-9.877E-4	7.8708E-4	-7.88E-4	-2.8894E-3	7.2398E-4
SC8_7354233	-9.877E-4	7.8708E-4	-7.88E-4	-2.8894E-3	7.2398E-4
SC8_7354579	0.00519	0.00175	0.00142	-9.0412E-4	-1.0182E-3
SC8_7356561	-1.6953E-3	-7.0682E-4	0.00221	-7.9559E-4	0.00264
SC8_7365099	0.00374	0.00171	-1.0856E-3	-3.1619E-3	-1.0512E-3
SC8_7365104	0.00374	0.00171	-1.0856E-3	-3.1619E-3	-1.0512E-3
SC8_7394736	-1.8496E-3	-4.2424E-3	-8.2438E-3	-1.8663E-3	-1.1698E-3
SC8_7394747	0.00543	0.00316	0.00143	-1.2763E-3	-4.6212E-3
SC8_7394773	-1.8496E-3	-4.2424E-3	-8.2438E-3	-1.8663E-3	-1.1698E-3
SC8_7394774	-1.2015E-3	-1.7507E-3	-5.7595E-4	-3.6708E-4	-5.3579E-4
SC8_7395000	0.00562	-4.6151E-3	-5.8188E-3	0.00555	0.00363
SC8_7395028	0.00562	-4.6151E-3	-5.8188E-3	0.00555	0.00363
SC8_7410301	0.00445	-4.0245E-3	-5.7341E-3	0.00558	0.00576
SC8_7421408	0.00394	0.00293	1.0939E-4	-2.4711E-3	-1.8232E-3
SC8_7421413	0.00394	0.00293	1.0939E-4	-2.4711E-3	-1.8232E-3
SC8_7421423	0.00394	0.00293	1.0939E-4	-2.4711E-3	-1.8232E-3
SC8_7422106	0.00417	-2.1591E-3	-6.415E-3	0.0057	0.00656
SC8_7447302	0.00362	-2.1301E-3	-7.5003E-3	0.00514	0.00479
SC8_7447317	0.00231	-3.3465E-3	-1.3604E-3	4.3096E-4	5.8351E-4
SC8_7466601	0.00464	-5.3862E-3	-8.5281E-3	0.00325	0.00619
SC8_7466619	0.00597	-3.9845E-3	-7.7156E-3	0.00813	0.00554
SC8_7497876	0.0048	-3.7389E-3	-7.6021E-3	0.00552	0.00738
SC8_7497878	0.0012	-9.3035E-4	0.00459	-1.0365E-3	0.0014
SC8_7497879	0.0012	-9.3035E-4	0.00459	-1.0365E-3	0.0014
SC8_7497902	0.00358	-1.6369E-3	-6.3943E-3	0.00571	0.00638
SC8_7497941	0.00263	-3.9961E-3	-4.5075E-3	0.00334	0.00438
SC8_7498319	-1.6017E-3	0.00125	-4.4898E-3	4.7927E-4	0.0035
SC8_7499262	-2.6894E-4	0.00237	-4.9153E-3	0.00137	-6.0217E-4
SC8_7499267	-2.6894E-4	0.00237	-4.9153E-3	0.00137	-6.0217E-4
SC8_7499311	8.3391E-4	0.00227	-3.6866E-3	0.00106	0.00265
SC8_7499317	-2.6894E-4	0.00237	-4.9153E-3	0.00137	-6.0217E-4
SC8_7515110	0.00348	-1.1571E-3	-4.5985E-3	0.00489	0.00269
SC8_7516786	0.00412	-7.0542E-3	-9.4897E-3	-2.3299E-3	0.00691
SC8_7531439	-8.936E-3	0.00655	0.00589	-1.1852E-2	-4.4998E-3
SC8_7531601	0.00621	-1.8599E-3	-6.2738E-3	0.0011	0.00274
SC8_7531894	0.00381	-3.6597E-3	-5.6188E-3	0.00198	0.00197
SC8_7551521	0.00246	-3.8781E-3	-8.637E-3	7.7878E-4	0.00478
SC8_7551537	0.00225	-3.896E-3	-8.7963E-3	0.00145	0.00499
SC8_7572379	0.00363	-5.4372E-3	-6.3138E-3	0.00117	0.00462
SC8_7572611	0.00363	-3.8263E-3	-9.2288E-3	0.00239	0.00898
SC8_7572717	0.00388	-5.8932E-3	-8.1537E-3	0.00376	0.0047
SC8_7580243	0.00466	-6.8937E-3	-7.422E-3	0.00425	0.00278
SC8_7580293	0.00438	-6.975E-3	-1.159E-2	0.00415	0.00627
SC8_7582401	-3.1185E-3	0.00212	0.00355	8.1273E-5	0.00503
SC8_7632121	0.00539	-4.3513E-4	-1.2162E-2	0.00484	0.00498
SC8_7632127	0.00539	-4.3513E-4	-1.2162E-2	0.00484	0.00498
SC8_7632136	0.00734	0.00188	-1.047E-2	0.00184	0.00596
SC8_7734755	0.00388	-4.5247E-3	-8.9016E-3	0.00508	0.00752
SC8_7734845	0.00417	-5.3472E-3	-7.5708E-3	7.5796E-4	0.00631
SC8_7734878	0.00358	-5.6505E-3	-8.0392E-3	0.00314	0.00714
SC8_7735976	0.0027	3.9802E-4	-7.8002E-3	0.00483	0.00626
SC8_7736071	0.00174	-8.8721E-4	-8.7802E-3	0.00371	0.00695
SC8_7736073	0.00174	-8.8721E-4	-8.7802E-3	0.00371	0.00695
SC8_7736117	0.00178	-3.4493E-4	-9.2721E-3	0.00539	0.00601
SC8_7736139	0.00178	-3.4493E-4	-9.2721E-3	0.00539	0.00601
SC8_7736201	0.00215	5.5432E-4	-8.1685E-3	0.00656	0.00499
SC8_7736230	-5.582E-3	0.00502	-9.1913E-4	-1.2194E-3	-4.6263E-3
SC8_7736519	0.00171	-2.8671E-4	-8.6477E-3	0.00457	0.0069
SC8_7768630	0.00224	-4.9846E-4	-7.2528E-3	0.00374	0.00511
SC8_7838175	0.00295	-1.9306E-3	0.0083	0.00524	0.00126
SC8_7838186	0.00195	1.7973E-4	-5.5616E-3	0.00339	0.00327
SC8_7838202	0.00164	4.074E-4	-5.5991E-3	0.00313	0.0031
SC8_7847753	-5.3579E-3	0.00186	-8.6943E-4	-4.1442E-3	-2.5024E-3
SC8_7848031	0.00161	3.4051E-4	-8.3263E-3	0.00411	0.00584
SC8_7848040	0.00257	-5.2288E-4	-8.2959E-3	0.00342	0.0058
SC8_7850418	0.00172	0.00142	-7.8015E-3	0.00559	0.00617
SC8_7859238	0.00281	-7.6383E-4	-1.0366E-2	0.0049	0.0077
SC8_7859341	0.00167	0.00105	-9.9946E-3	0.00396	0.00786
SC8_7881040	0.00553	-5.9909E-3	0.00604	-3.8373E-4	4.7842E-4
SC8_7916832	0.00138	0.00101	-7.7495E-3	0.00445	0.00517
SC8_7916881	0.00186	0.00103	-7.0825E-3	0.0041	0.00531
SC8_7990892	0.00322	7.0137E-4	-5.3397E-3	0.00537	0.0048
SC8_7990926	0.00322	7.0137E-4	-5.3397E-3	0.00537	0.0048
SC8_8004363	0.00347	-1.6025E-3	-8.8686E-3	0.00118	0.00716
SC8_8005577	0.001	-7.8547E-4	-7.2769E-3	0.00426	0.00338
SC8_8019996	0.00211	-4.2505E-5	-7.9917E-3	0.00463	0.00623
SC8_8057246	0.00209	-6.8618E-3	-7.9537E-3	0.00436	0.00333
SC8_8057257	0.00209	-6.8618E-3	-7.9537E-3	0.00436	0.00333
SC8_8078113	0.00205	-5.4352E-3	-5.7046E-3	0.00169	0.00193
SC8_8078123	0.00205	-5.4352E-3	-5.7046E-3	0.00169	0.00193
SC8_8091330	0.00109	-3.5854E-3	-5.6482E-3	0.00517	6.6316E-4
SC8_8091830	0.00102	-3.417E-3	-7.5384E-3	0.00265	0.00521
SC8_8097671	0.00195	-5.8886E-3	-8.2632E-3	0.0041	0.00444
SC8_8097687	0.00195	-5.8886E-3	-8.2632E-3	0.0041	0.00444
SC8_8097806	0.00171	-5.3849E-3	-8.9779E-3	0.00594	0.00242
SC8_8097807	0.00171	-5.3849E-3	-8.9779E-3	0.00594	0.00242
SC8_8133359	0.0021	-5.4042E-3	-7.1049E-3	0.0018	0.00298
SC8_8133371	0.00175	-5.6458E-3	-7.7609E-3	0.00436	0.00344
SC8_8133390	0.00192	-5.3464E-3	-7.5883E-3	0.00317	0.00302
SC8_8133396	0.00158	-5.2747E-3	-7.8225E-3	0.00401	0.00332
SC8_8166066	-9.3025E-4	-2.6064E-4	-1.7399E-3	0.0012	0.00135
SC8_8179288	0.00363	1.4387E-5	9.0997E-4	0.00289	0.0027
SC8_8240693	7.8623E-5	0.00193	-1.992E-3	-4.685E-3	-5.1653E-4
SC8_8279274	0.00167	-4.2928E-3	-5.3164E-3	0.00337	2.8038E-4
SC8_8279285	0.0012	-4.1531E-3	-5.5565E-3	0.0048	8.6766E-4
SC8_8290991	0.00224	-4.2109E-3	-6.0079E-3	0.00788	-2.9059E-4
SC8_8291070	6.3596E-4	-3.1875E-3	-6.2237E-3	0.00516	0.00168
SC8_8291076	6.3596E-4	-3.1875E-3	-6.2237E-3	0.00516	0.00168
SC8_8299901	0.00172	-1.6907E-3	-5.9183E-3	0.00705	5.0753E-4
SC8_8347422	-2.1594E-3	-5.5347E-4	-1.0903E-3	-1.4987E-3	-5.0089E-5
SC8_8351002	0.00176	-4.3851E-3	-4.987E-3	0.00767	0.001
SC8_8351073	8.682E-4	-4.2901E-3	-7.9001E-3	0.00553	0.00202
SC8_8351089	0.00129	-4.2655E-3	-7.6072E-3	0.00415	0.00157
SC8_8358492	-1.9315E-3	-3.2205E-3	0.00215	-1.2015E-3	0.00349
SC8_8371713	0.00428	-3.5528E-3	-2.804E-3	0.00775	4.4671E-4
SC8_8412968	0.00456	-4.6927E-6	0.00201	0.00521	-3.4593E-4
SC8_8431847	0.00396	-1.3877E-3	3.5429E-4	0.00678	-2.7483E-4
SC8_8431876	0.00396	-1.3877E-3	3.5429E-4	0.00678	-2.7483E-4
SC8_8431883	0.00336	-1.7122E-3	-3.0817E-4	0.00418	-9.8994E-4
SC8_8431897	0.00371	-1.7495E-3	-3.616E-4	0.00429	-9.3034E-4
SC8_8432149	-3.0982E-4	7.7654E-5	-5.2519E-3	-4.5798E-4	-1.7059E-3
SC8_8440222	-7.4677E-4	-2.3717E-3	-3.7628E-3	-4.5411E-4	-4.327E-4
SC8_8444364	0.00492	-6.7944E-3	0.00177	-1.8874E-3	-1.7523E-3
SC8_8444385	0.00492	-6.7944E-3	0.00177	-1.8874E-3	-1.7523E-3
SC8_8444387	0.00715	-9.7655E-3	3.6682E-4	-1.9477E-4	0.00139
SC8_8444392	0.00446	-1.6376E-3	-5.3799E-4	-2.5651E-3	0.00315
SC8_8449048	0.00447	-8.1628E-3	0.00157	1.3573E-4	-1.136E-3
SC8_8449064	0.0046	0.0017	2.7396E-4	-1.0068E-3	9.6043E-4
SC8_8478809	0.00854	-6.2796E-4	-1.8043E-3	0.0063	-6.4929E-4
SC8_8478811	0.00127	-2.0166E-3	-5.6372E-3	0.00573	0.00107
SC8_8539703	0.00156	-4.0982E-3	-5.5862E-3	0.00494	6.921E-4
SC8_8539714	0.00156	-4.0982E-3	-5.5862E-3	0.00494	6.921E-4
SC8_8539760	8.4952E-4	-3.418E-3	-6.0862E-3	0.00654	2.7357E-4
SC8_8539786	8.4952E-4	-3.418E-3	-6.0862E-3	0.00654	2.7357E-4
SC8_8544071	0.00408	-2.7317E-3	0.00149	-9.3276E-4	-1.5805E-3
SC8_8549641	8.7293E-4	-3.5162E-3	-4.7491E-3	0.00514	-2.6292E-4
SC8_8549697	6.7534E-4	-4.4581E-3	-6.3806E-3	0.00524	0.00132
SC8_8549709	6.7534E-4	-4.4581E-3	-6.3806E-3	0.00524	0.00132
SC8_8557793	0.0036	0.00296	-1.2717E-3	0.00541	6.1687E-5
SC8_8560515	0.0012	-4.1577E-3	-6.1433E-3	0.00551	2.8479E-4
SC8_8560569	0.00166	-3.5801E-3	-6.2917E-3	0.00483	5.7813E-4
SC8_8562885	0.00125	-2.367E-3	-5.5084E-3	0.00457	-3.0716E-4
SC8_8562889	0.00104	-2.3849E-3	-5.6677E-3	0.00525	-9.4488E-5
SC8_8562932	0.00964	-2.1935E-4	-7.6748E-4	0.00717	-1.0651E-5
SC8_8563003	0.00136	-2.6025E-3	-1.8188E-3	0.00444	-2.7807E-3
SC8_8563006	0.00136	-2.6025E-3	-1.8188E-3	0.00444	-2.7807E-3
SC8_8563037	0.00136	-2.6025E-3	-1.8188E-3	0.00444	-2.7807E-3
SC8_8563048	0.00136	-2.6025E-3	-1.8188E-3	0.00444	-2.7807E-3
SC8_8578332	0.00228	0.00257	0.00134	-1.0087E-2	-1.9694E-3
SC8_8578359	0.00228	0.00257	0.00134	-1.0087E-2	-1.9694E-3
SC8_8590814	-1.4817E-3	-2.5687E-3	-3.136E-3	4.8895E-5	9.2646E-4
SC8_8590825	0.00663	0.00344	0.00228	0.00479	-3.2662E-3
SC8_8590850	-1.6313E-3	0.00337	9.9761E-4	0.00163	-8.8188E-3
SC8_8590855	-2.0865E-3	0.00183	-2.3791E-3	4.5398E-4	4.8903E-4
SC8_8590871	0.00132	-3.5089E-3	-7.2653E-3	0.00594	6.7629E-4
SC8_8590873	0.00132	-3.5089E-3	-7.2653E-3	0.00594	6.7629E-4
SC8_8593829	0.00112	-5.0932E-3	-7.0087E-3	0.00402	0.00123
SC8_8593837	9.0577E-4	-5.0999E-3	-7.1423E-3	0.00473	0.00146
SC8_8593974	8.7101E-4	-3.6563E-3	-6.7835E-3	0.00635	6.3178E-4
SC8_8625017	-2.2866E-4	-4.4498E-3	-6.6809E-3	0.00373	7.3843E-4
SC8_8625021	-2.2866E-4	-4.4498E-3	-6.6809E-3	0.00373	7.3843E-4
SC8_8658884	0.0023	0.00145	0.00292	0.00248	0.00267
SC8_8658895	0.0023	0.00145	0.00292	0.00248	0.00267
SC8_8658908	0.0023	0.00145	0.00292	0.00248	0.00267
SC8_8658918	0.0023	0.00145	0.00292	0.00248	0.00267
SC8_8658967	2.049E-6	8.9316E-4	-1.4228E-3	6.7354E-4	0.0017
SC8_8658994	2.049E-6	8.9316E-4	-1.4228E-3	6.7354E-4	0.0017
SC8_8658996	-3.6304E-4	7.455E-4	5.3403E-4	-8.0159E-4	-4.8128E-4
SC8_8789158	0.00381	-5.1014E-3	5.7588E-4	0.00599	-1.1684E-3
SC8_8790210	8.8845E-4	-2.6847E-3	-5.8985E-3	0.00508	8.7845E-4
SC8_8790280	0.00889	1.6734E-4	0.0016	0.00112	-1.9976E-5
SC8_8790308	0.00244	-3.2482E-3	-4.6466E-3	0.00532	-1.3464E-3
SC8_8790340	0.00244	-3.2482E-3	-4.6466E-3	0.00532	-1.3464E-3
SC8_8801963	0.00346	1.2796E-4	5.8144E-5	0.00194	0.00181
SC8_8801978	7.2737E-4	0.00309	2.1768E-4	-2.3084E-3	-4.9147E-3
SC8_8822300	0.00129	-4.9952E-3	-6.2236E-3	0.006	2.902E-4
SC8_8822546	0.00124	-4.1624E-3	-4.5763E-3	0.00611	-5.6483E-4
SC8_8834038	9.0897E-4	-3.7897E-3	-5.3455E-3	0.00291	9.634E-4
SC8_8834122	0.00102	-3.2557E-3	-4.7367E-3	0.00411	0.00121
SC8_8844357	0.00316	-3.8677E-3	-4.9723E-3	-2.8851E-3	0.00958
SC8_8844365	-2.915E-3	0.00853	0.00513	-3.0575E-3	-2.0477E-2
SC8_8859755	0.00502	3.215E-4	0.00171	-6.6973E-4	-3.6372E-3
SC8_8866607	0.00408	-1.2897E-3	-4.9393E-3	0.00268	8.1511E-4
SC8_8866629	0.00408	-1.2897E-3	-4.9393E-3	0.00268	8.1511E-4
SC8_8866673	0.00163	-4.6526E-3	-5.888E-3	0.00498	7.4531E-4
SC8_8866677	0.00163	-4.6526E-3	-5.888E-3	0.00498	7.4531E-4
SC8_8866700	0.00163	-4.6526E-3	-5.888E-3	0.00498	7.4531E-4
SC8_8866830	0.0014	-4.5508E-3	-6.2551E-3	0.00642	0.00189
SC8_8871897	0.00161	-4.2313E-3	-5.9284E-3	0.00678	6.1859E-4
SC8_8871913	0.00191	-4.3866E-3	-5.7505E-3	0.00626	4.6128E-4
SC8_8871934	0.00142	-5.0024E-3	-6.0553E-3	0.00487	6.2352E-4
SC8_8882616	0.00143	-2.5655E-3	-7.8848E-3	0.00548	0.00178
SC8_8882618	0.00366	0.00422	0.00347	0.00171	4.6849E-4
SC8_8964261	8.0882E-4	-2.6509E-3	-6.5603E-3	0.00622	0.00108
SC8_8964281	8.0882E-4	-2.6509E-3	-6.5603E-3	0.00622	0.00108
SC8_8964295	8.0882E-4	-2.6509E-3	-6.5603E-3	0.00622	0.00108
SC8_8965367	-5.8838E-4	-1.7082E-4	0.00322	-9.0053E-4	6.7494E-4
SC8_8965368	1.9968E-4	0.0016	0.00258	-1.3827E-3	0.00296
SC8_8965379	1.9968E-4	0.0016	0.00258	-1.3827E-3	0.00296
SC8_8986888	9.165E-4	-7.0681E-3	-9.1309E-3	0.00486	0.00115
SC8_8987788	5.5526E-4	-2.7575E-3	-5.8054E-3	0.00481	0.00137
SC8_8992477	8.0756E-4	-6.8664E-3	-5.8509E-3	0.00467	4.3381E-4
SC8_8997593	0.00139	-1.8611E-3	-5.6552E-3	0.00685	0.00144
SC8_8998609	9.9275E-4	-4.21E-3	-6.1127E-3	0.00638	3.1557E-4
SC8_9000741	0.00859	-6.9436E-4	-1.1915E-3	0.00833	4.1922E-4
SC8_9000772	5.4641E-4	-4.2113E-3	-5.3292E-3	0.00344	9.9666E-4
SC8_9000786	5.4641E-4	-4.2113E-3	-5.3292E-3	0.00344	9.9666E-4
SC8_9017152	0.00168	-3.7266E-3	-5.132E-3	0.00752	-2.2368E-3
SC8_9017295	0.00137	-7.9011E-4	-7.0367E-3	0.00712	0.00234
SC8_9029541	0.00111	-3.1354E-3	-8.0667E-3	0.00819	7.8974E-4
SC8_9029573	0.00111	-3.1354E-3	-8.0667E-3	0.00819	7.8974E-4
SC8_9029616	0.00169	-4.4282E-3	-4.6151E-3	0.00621	0.00109
SC8_9029639	0.00169	-4.4282E-3	-4.6151E-3	0.00621	0.00109
SC8_9030837	9.947E-4	-4.1879E-3	-6.2561E-3	0.00651	6.5159E-4
SC8_9055640	-2.1016E-3	-2.1747E-3	-1.1384E-3	7.5399E-4	-2.6218E-3
SC8_9055642	5.1143E-4	5.5198E-4	4.9288E-4	0.00351	0.0026
SC8_9055684	-2.9611E-4	7.8245E-4	-2.4911E-4	-3.1779E-3	-2.2896E-5
SC8_9056131	2.0239E-4	-2.332E-3	-2.8337E-4	-2.5932E-4	-3.5493E-3
SC8_9056152	-5.8192E-4	0.00117	0.00328	4.1129E-4	-1.7624E-4
SC8_9074325	0.00143	-4.7379E-3	-5.838E-3	0.00598	-1.9127E-4
SC8_9093855	0.00207	-3.9092E-3	-1.4897E-3	5.6349E-4	3.1255E-4
SC8_9130375	0.0014	-4.5496E-3	-5.7775E-3	0.00536	2.5942E-4
SC8_9133791	0.00116	-3.4299E-3	-6.301E-3	0.00559	2.5991E-4
SC8_9133792	0.00116	-3.4299E-3	-6.301E-3	0.00559	2.5991E-4
SC8_9133793	0.00116	-3.4299E-3	-6.301E-3	0.00559	2.5991E-4
SC8_9175793	0.00365	-2.4664E-3	-5.8674E-3	0.00911	-7.6798E-4
SC8_9175805	0.00351	-2.471E-3	-5.9574E-3	0.00959	-6.0806E-4
SC8_9175833	0.0034	-3.4258E-3	-6.6043E-3	0.00803	-3.8372E-5
SC8_9190402	0.00132	-5.7543E-3	-6.2597E-3	0.00559	0.00114
SC8_9197369	8.7622E-4	-2.4548E-3	-5.6535E-3	0.00436	6.2471E-5
SC8_9197438	0.00347	0.00543	0.00278	0.00696	-2.3283E-3
SC8_9197471	0.00114	-3.126E-3	-6.1042E-3	0.0062	2.5392E-4
SC8_9199665	0.0023	-4.5728E-3	-7.0824E-3	0.00338	0.00155
SC8_9211079	0.00116	-2.8614E-3	-7.0796E-3	0.00363	0.00289
SC8_9235919	0.00181	-5.7703E-3	-6.605E-3	0.00691	0.00133
SC8_9258092	0.00875	0.00146	0.00519	0.00523	-4.7761E-3
SC8_9290975	0.00845	0.00247	0.00626	0.0062	-5.4575E-3
SC8_9290976	0.00845	0.00247	0.00626	0.0062	-5.4575E-3
SC8_9292010	0.00354	-4.3905E-3	0.00256	0.00708	-3.9963E-3
SC8_9292102	0.00482	0.00637	0.00463	0.00693	-6.9683E-5
SC8_9302725	0.00638	-3.2907E-3	0.00428	0.00935	-6.1748E-3
SC8_9302746	0.00638	-3.2907E-3	0.00428	0.00935	-6.1748E-3
SC8_9303321	0.00655	0.00764	0.00359	0.00466	-1.5956E-3
SC8_9340382	0.00341	-4.8335E-3	0.00285	0.00866	-4.3653E-3
SC8_9341156	0.0033	-3.8218E-3	0.00351	0.00572	-5.175E-3
SC8_9366169	0.00302	0.00383	5.321E-4	0.00433	0.00188
SC8_9443554	0.00849	-4.5925E-3	0.00205	6.1854E-4	-5.2257E-4
SC8_9443559	0.00849	-4.5925E-3	0.00205	6.1854E-4	-5.2257E-4
SC8_9450578	0.00568	0.00498	0.00302	0.00568	0.00137
SC8_9495964	-2.5722E-3	0.00427	3.4303E-4	-3.0428E-3	-1.6364E-2
SC8_9503238	-3.5635E-3	0.00371	-4.5317E-3	-2.5076E-3	-6.2728E-3
SC8_9503248	0.00323	-4.8344E-4	1.2936E-4	-3.5153E-4	-1.8009E-3
SC8_9503282	0.00279	-2.8469E-4	5.3553E-4	-9.6484E-4	-1.4323E-3
SC8_9624680	-1.2467E-2	0.00418	0.00358	-1.2122E-3	-4.412E-3
SC8_9716593	7.9428E-4	0.00157	-2.8478E-3	-4.6737E-3	-2.4861E-3
SC8_9770645	0.00601	-4.7935E-3	-5.6856E-3	0.00811	-7.6227E-4
SC8_9770659	-1.3749E-3	-9.7407E-4	0.00344	-5.8587E-4	0.00128
SC8_9770783	0.00601	-4.5858E-3	-5.1791E-3	0.00845	3.2231E-4
SC8_9770799	0.00601	-4.5858E-3	-5.1791E-3	0.00845	3.2231E-4
SC8_9770819	0.00602	-4.4975E-3	-5.3165E-3	0.00831	4.9455E-4
SC8_9771912	0.00528	-5.8842E-3	-3.8509E-3	0.00818	-1.6107E-3
SC8_9772174	0.00567	-3.5495E-3	-5.3528E-3	0.00589	-2.6339E-3
SC8_9778487	-2.1029E-4	-3.7863E-3	-3.9436E-3	3.0058E-4	0.00292
SC8_9778500	-2.1029E-4	-3.7863E-3	-3.9436E-3	3.0058E-4	0.00292
SC8_9778521	0.00171	4.7443E-4	0.0033	0.00254	0.00382
SC8_9778527	-9.8476E-4	0.00174	0.00115	-9.2093E-4	-1.2703E-3
SC8_9792381	0.00412	-3.5553E-3	-4.9623E-3	0.00778	-4.946E-3
SC8_9793851	0.00634	-2.7997E-3	-4.8833E-3	0.00742	-7.5734E-4
SC8_9809843	0.00616	-4.3416E-3	-6.5594E-3	0.00924	-3.9225E-3
SC8_9809893	0.00616	-4.3416E-3	-6.5594E-3	0.00924	-3.9225E-3
SC8_9824293	0.00214	-1.7489E-3	0.00214	-5.2734E-3	0.00473
SC8_9842925	0.00705	-5.0936E-3	-7.5985E-3	0.00952	-2.1932E-3
SC8_9842974	0.00705	-5.0936E-3	-7.5985E-3	0.00952	-2.1932E-3
SC8_9842979	0.00705	-5.0936E-3	-7.5985E-3	0.00952	-2.1932E-3
SC8_9869662	0.00609	-4.24E-3	-6.2303E-3	0.00819	-1.5735E-3
SC8_9869664	0.00567	-4.2647E-3	-6.5233E-3	0.00957	-1.1232E-3
SC8_9890985	0.00544	-2.9261E-3	-4.1996E-3	0.00492	-9.9963E-4
SC8_9905671	0.00705	-2.9539E-3	-5.8853E-3	0.00527	-8.6477E-4
SC8_9905675	0.00705	-2.9539E-3	-5.8853E-3	0.00527	-8.6477E-4
SC8_9908434	0.01043	-1.8301E-3	0.00382	-4.5662E-3	0.00543
SC8_9934497	-3.3536E-4	3.7667E-4	0.00368	-4.816E-3	-4.149E-4
SC8_9934537	-9.0559E-3	0.00561	0.00174	-9.9543E-4	-9.7037E-4
SC8_9954418	-8.2124E-3	0.00515	-1.133E-3	-1.9003E-3	-3.0721E-3
SC8_9954438	0.0035	-2.483E-3	-5.9123E-3	0.01017	-4.3247E-3
SC8_9972612	-5.0005E-4	-1.061E-3	0.00435	-5.8745E-3	-9.9781E-4
